page_num,genus,epithet,infra,author,misc.
560,Centaurea,variegata,,Lam. ,
560,Centaurea,verutum,,L. ,
560,Centaurea,verutum,basaltica,Rech. ,subsp.
560,Centaurea,virgata,,Lam. ,
560,Centaurea,virgata,squarrosa,Boiss. ,var.
560,Centaurea,virgata,virgata,,var.
560,Centaurium,,,Hill ,
560,Centaurium,erythraea,,Rafin. ,
560,Centaurium,erythraea,laxum,(Boiss.) Moût. ,var.
560,Centaurium,erythraea,rhodense,(Boiss. et Reut.) Mel- ,var.
560,Centaurium,erythraea,sanguineum,(Mab.) Greuter ,var.
560,Centaurium,maritimum,,L. ,
560,Centaurium,minus,,auct. ,
560,Centaurium,pulchellum,,(Sw.) Druce ,
560,Centaurium,ramosissimum,,(Vill.) Druce ,
560,Centaurium,spicatum,,(L.) Fritsch ,
560,Centaurium,tenuiflorum,,(Hoffmanns et Link) ,
560,Centaurium,Fritsch,,,
560,Centaurium,umbellatum,,auct. ,
560,Centaurium,umbellatum,majus,Ronn. non (Hoffmanns ,subsp.
560,Centaurium,umbellatum,Link),Samp. ,et
560,Centaurium,umbellatum,sanguineum,(Mab.) Litard. ,var.
560,Centauserratula,,,Arènes ,
560,Centauserratula,x.,,,x.
560,Centauserratula,mouterdei,,Arènes ,x
560,Centranthus,,,DC. ,
560,Centranthus,longinorus,,Stev. ,
560,Centranthus,longinorus,latifolius,Boiss. ,var.
560,Centranthus,ruber,,(L.> DC. ,
560,Cephalaria,,,Schrader ,
560,Cephalaria,amana,,Rech. fil. ,
560,Cephalaria,cedrorum,,Mouterde ,
560,Cephalaria,dipsacoides,,Boiss. et Bal. ,
560,Cephalaria,dipsacoides,libanotica,Boiss. ,var.
560,Cephalaria,joppensis,,(Reichenb.) Coult. ,
560,Cephalaria,joppica,,(Spreng.) Bég. ,
561,Cephalaria,kesruanica,,Mouterde ,
561,Cephalaria,pilosa,,sensu Thiéb. non Boiss. et Huet ,
561,Cephalaria,setosa,,Boiss. et Hohen. ,
561,Cephalaria,stellipilis,,Boiss. ,
561,Cephalaria,syriaca,,(L.) Schrader ,
561,Cephalaria,syriaca,phoeniciaca,Bobr. ,subsp.
561,Cephalaria,syriaca,boissieri,(Reut.) Boiss. ,var.
561,Cephalaria,syriaca,sessile,Boiss. ,var.
561,Cephalorrhynchus,,,Boiss. ,
561,Cephalorrhynchus,candolleanus,,Boiss. ,
561,Cephalorrhynchus,kotschyi,,Boiss. et Reuter ,
561,Cephalorrhynchus,tuberosus,,(Stev.) Schchian ,
561,Cerinthe,,,L. ,
561,Cerinthe,major,,L. ,
561,Cerinthe,minor,,L. ,
561,Cerinthe,orientalis,,L. ,
561,Cerinthe,palaestina,,Eig et Sam. ,
561,Chaenorrhinum,,,(DC.) Reichenb. ,
561,Chaenorrhinum,minus,,(L.) Lange ,
561,Chamaemelum,,,Miller ,
561,Chamaemelum,auriadatutn,,Boiss. ,
561,Chamaemelum,discoideum,,AH. ,
561,Chamaemelum,grandiflorum,,Boiss. et Hausskn. in Boiss. ,
561,Chamaemelum,microcephalum,,Boiss. ,
561,Chamaemelum,mixtum,,(L.) AH. ,
561,Chamaemelum,oreades,,(Boiss.) Boiss. ,
561,Chamaemelum,praecox,,(Bieb.) Schultz Bip. ,
561,Chamaemelum,sannineum,,Thiéb. ,
561,Chamaepeuce,,,DC. ,
561,Chamaepeuce,alpini,,Jaub. et Spach ,
561,Chamaepeuce,diacantha,,(Labili.) DC. ,
561,Chamaepeuce,mutica,,DC. ,
561,Chamaepeuce,polycephala,,DC. ,
561,Chamomilla,,,S.F.Gray ,
561,Chamomilla,officinalis,,L. ,
561,Chardinia,,,Desf. ,
561,Chardinia,orientalis,,(L.) O. Kuntze ,
561,Chardinia,xeranthemoides,,,xeranthemoides
561,Chardinia,Desf.,,,x
561,Chartolepi,,,Cass. ,
561,Chartolepi,cheiroloi,,'ha Fenzl ,
561,Cheirolepis,,,Boiss. ,
561,Cheirolepis,libanotii,,Boiss. ,
561,Chlora,,,Adans. ,
561,Chlora,perfoliata,,(L.) L. ,
561,Chlora,serotina,,Reichenb. ,
561,Chondrilla,,,L. ,
561,Chondrilla,juncea,,L. ,
561,Chondrilla,nudicaulis,,L. ,
561,Chrysanthemum,,,L. ,
561,Chrysanthemum,cassium,,(Boiss.) Nâb. ,
561,Chrysanthemum,cilicium,,(Boiss.) Bornm. ,
561,Chrysanthemum,coronarium,,L. ,
561,Chrysanthemum,densum,,(Labili.) Steud. ,
561,Chrysanthemum,myconis,,L. ,
561,Chrysanthemum,myconis,bicolor,(Guss.) Hayek ,var.
561,Chrysanthemum,parthenium,,(L.) Bernh. ,
561,Chrysanthemum,segetum,,L. ,
561,Chrysocoma,,,L. ,
561,Chrysocoma,spicata,,Forssk. ,
561,Cicendia,,,Adans. ,
561,Cicendia,filiformis,,(L.) Delarbre ,
561,Cicerbita,,,Wallr. ,
561,Cicerbita,candolleana,,(Boiss.) Beauv. ,
561,Cicerbita,mulgedioides,,(Schultz Bip. ex Vis. et ,
561,Cicerbita,mulgedioides,Beauverd,,Pané.)
561,Cichorium,,,L. ,
561,Cichorium,divaricatum,,Schousboe ,
561,Cichorium,glandulosum,,Boiss. et Huet ,
561,Cichorium,intybus,,L. ,
561,Cichorium,pumilum,,Jacq. ,
561,Cionura,,,Griseb. ,
561,Cionura,erecta,,(L.) Griseb. ,
561,Cirsium,,,Miller ,
561,Cirsium,acama,,(L.) Moench ,
561,Cirsium,amani,,Post ,
561,Cirsium,chamaepeuce,,(L.) Ten. ,
561,Cirsium,creticum,,(Lam.) d'Urv. ,
561,Cirsium,creticum,gaiUardotii,(Boiss.) Davis et ,subsp.
561,Cirsium,diacantha,,(Labili.) Fischer ,
561,Cirsium,gaiUardotii,,,
561,Cirsium,lanceolatum,,(L.) Scop. ,
561,Cirsium,lappaceum,,(Bieb.) Fischer ,
561,Cirsium,lappaceum,hermonis,Boiss. ,var.
561,Cirsium,libanoticum,,DC. ,
561,Cirsium,phyllocephalum,,Boiss. et Bl. in Boiss. ,
561,Cirsium,pseudogaillardotii,,Arènes ,
561,Cirsium,siculum,,Sprengel ,
561,Cirsium,syriacum,,(L.) Gaertn. ,
561,Cirsium,vulgare,,(Savi) Tenore ,
561,Cirsium,vulgare,araneosum,Boiss. ,var.
561,Cistanche,,,Hoffmannsegg et Link ,
561,Cistanche,phelipaea,,(L.) Coutinho ,
561,Cistanche,salsa,,(C.A. Meyer) Beck ,
561,Cistanche,tincţoria,,(Forssk.) Beck ,
561,Cistanche,tubulosa,,(Schenk) R. Wight ,
561,Citrullus,,,Schrader ex Eyck. et Zeyh. ,
561,Citrullus,colocynthis,,(L.) Schrader ,
561,Clinopodium,,,L. ,
561,Clinopodium,origanifolium,,Labili. ,
561,Clinopodium,vulgare,,L. ,
561,Cnicus,,,L. ,
561,Cnicus,benedictus,,L. ,
561,Coleostephus,,,Cass. ,
561,Coleostephus,myconis,,(L.) Cass. ,
561,Colsmannia,,,Lehm. ,
561,Colsmannia,flava,,Lehm. ,
562,Convolvulus,,,L. ,
562,Convolvulus,acanthocladus,,Boiss. ,
562,Convolvulus,althaeoides,,L. ,
562,Convolvulus,althaeoides,italicus,(Roem. et Schult.) ,var.
562,Convolvulus,argyraeus,,DC. ,
562,Convolvulus,arvensis,,L. ,
562,Convolvulus,betonicifolius,,Mill. ,
562,Convolvulus,cantabrica,,L. ,
562,Convolvulus,cassius,,Sam. ex Rech. ,
562,Convolvulus,coelesyriacus,,Boiss. ,
562,Convolvulus,damascenus,,Boiss. et Gaill. ,
562,Convolvulus,dorycnium,,L. ,
562,Convolvulus,dorycnium,oxysepalus,(Boiss.) Rech. ,subsp.
562,Convolvulus,dorycnium,oxysepalus,Boiss. ,var.
562,Convolvulus,elegantissimus,,Mill. ,
562,Convolvulus,euphraticus,,Bornm. ,
562,Convolvulus,galaticus,,Rostan ex Choisy ,
562,Convolvulus,hamrinensis,,Rech. ,
562,Convolvulus,hirsutus,,Stev. ex Bieb. ,
562,Convolvulus,humilis,,Jacq. ,
562,Convolvulus,libanoticus,,Boiss. ,
562,Convolvulus,lineatus,,L. ,
562,Convolvulus,littoralis,,L. ,
562,Convolvulus,pentapetaloides,,L. ,
562,Convolvulus,pilosellifolius,,Desr. ,
562,Convolvulus,reticulatus,,Choisy ,
562,Convolvulus,scammonia,,L. ,
562,Convolvulus,secundus,,Desr. ,
562,Convolvulus,siculus,,L. ,
562,Convolvulus,silvaticus,,Kit. ,
562,Convolvulus,stachydifolius,,Choisy ,
562,Convolvulus,stenophyllus,,Boiss. ,
562,Convolvulus,stoloniferus,,Cyr. ,
562,Convolvulus,sylvestris,,Willd. ,
562,Convolvulus,tenuissimus,,Sm. ,
562,Convolvulus,tricolor,,L. ,
562,Conyza,,,Less. ,
562,Conyza,ambigua,,DC. ,
562,Conyza,dioscoridis,,(L.) Desf. ,
562,Conyza,naudinii,,Bonnet ,
562,Conyza,rupestris,,L. ,
562,CordiaL.,,,,
562,CordiaL.,myxa,,L. ,
562,Coridothymus,,,Reichb. ,
562,Coridothymus,capitatus,,(L.) Reichb. ,
562,Cota,,,J. Gay ,
562,Cota,altissima,,L. ,
562,Cotula,,,L. ,
562,Cotula,aurea,,L. ,
562,Cousinia,,,Cass. ,
562,Cousinia,aintabensis,,Boiss. et Hausskn. in Boiss. ,
562,Cousinia,aleppica,,Boiss. ,
562,Cousinia,chaborasica,,Bornm. et Hand.-Mazz. ,
562,Cousinia,dayi,,Post ,
562,Cousinia,drusorum,,Bornm. et Sam. ,
562,Cousinia,hermonis,,Boiss. ,
562,Cousinia,libanotica,,,
562,Cousinia,pestalozzae,,Boiss. ,
562,Cousinia,postiana,,Winkler ,
562,Cousinia,ramosissima,,DC. ,
562,Cousinia,stenocephala,,Boiss. ,
562,Cousinia,wesheni,,Post ,
562,Crépis,,,L. ,
562,Crépis,aculeata,,(DC.) Boiss. ,
562,Crépis,alpina,,L. ,
562,Crépis,alpina,syriaca,Bornm. ,var.
562,Crépis,arabica,,(Boiss. et Reut.) Boiss. ,
562,Crépis,aspera,,L. ,
562,Crépis,barbata,,L. ,
562,Crépis,bulbosa,,(L.) Tausch ,
562,Crépis,bureniana,,Boiss. ,
562,Crépis,foetida,,L. ,
562,Crépis,foetida,commutata,(Sprengel) Bab- ,subsp.
562,Crépis,foetida,foetida,,subsp.
562,Crépis,foetida,rhoeadifolia,(Bieb.) Celak ,subsp.
562,Crépis,hierosolymitana,,Boiss. ,
562,Crépis,insignis,,Babcock ,
562,Crépis,kotschyana,,Boiss. ,
562,Crépis,libanotica,,Thiéb. ,
562,Crépis,micrantha,,Czer. ,
562,Crépis,palaestina,,(Boiss.) Bornm. ,
562,Crépis,parviflora,,Desf. ex Pers. non Moench ,
562,Crépis,pterothecoides,,Boiss. ,
562,Crépis,pulchra,,L. ,
562,Crépis,reuteriana,,Boiss. ,
562,Crépis,reuteriana,eigiana,Babcock ,subsp.
562,Crépis,reuteriana,reuteriana,,subsp.
562,Crépis,reuteriana,alpina,Boiss. ,var.
562,Crépis,robertioides,,Boiss. ,
562,Crépis,sancta,,(L.) Babcock ,
562,Crépis,sancta,bifida,(Vis.) Thell. ,subsp.
562,Crépis,sancta,nemausensis,(Gouan) Thell. ,subsp.
562,Crépis,sancta,obovata,(Boiss. et Noë) Bab- ,subsp.
562,Crépis,sancta,sancta,,subsp.
562,Crépis,senecioides,,Del. ,
562,Crépis,syriaca,,(Bornm.) Babcock et Nav. ,
562,Crépis,virgata,,Desf. ,
562,Crépis,zacyntha,,(L.) Babcock ,
562,Cressa,,,L. ,
562,Cressa,eretica,,L. ,
562,Crucianella,,,L. ,
562,Crucianella,capitata,,Labili. ,
562,Crucianella,ciliata,,Lam. ,
562,Crucianella,exasperata,,Fisch. et Mey. ,
562,Crucianella,glomerata,,M.Bieb. ,
562,Crucianella,herbacea,,Forssk. ,
563,Crucianella,imbricata,,Boiss. ,
563,Crucianella,imbricata,asperula,(Sam.) Rech. ,var.
563,Crucianella,imbricata,imbricata,,var.
563,Crucianella,latifolia,,L. ,
563,Crucianella,macrostachya,,Boiss. ,
563,Crucianella,macrostachya,brachystachya,Boiss. ,var.
563,Crucianella,macrostachya,hispidula,Boiss. ,var.
563,Crucianella,maritima,,L. ,
563,Crucianella,membranacea,,Boiss. ,
563,Crucianella,syriaca,,Boiss. ,
563,Cruciata,,,Mill. ,
563,Cruciata,articulata,,(L.) Ehrendorfer ,
563,Cruciata,coronata,,(Sibth. et Sm.) Ehrendorfer ,
563,Cruciata,coronata,mesopotamica,Ehrendorfer ,var.
563,Cruciata,coronata,syriaca,Ehrendorfer ,var.
563,Cruciata,pedemontana,,(Bell.) Ehrendorfer ,
563,Crupina,,,(Pers.) DC. ,
563,Crupina,crupinastrum,,(Moris) Vis. ,
563,Crupina,vulgaris,,(L.) Cass. ,
563,Cucumis,,,L. ,
563,Cucumis,prophetarum,,L. ,
563,Cuscuta,,,L. ,
563,Cuscuta,approximata,,Bab. ,
563,Cuscuta,approximata,approximata,,var.
563,Cuscuta,approximata,schiraziana,(Boiss.) Yuncker ,var.
563,Cuscuta,approximata,urceolata,Yuncker ,var.
563,Cuscuta,arabica,,Fres. ,
563,Cuscuta,babylonica,,Auch. ex Choisy ,
563,Cuscuta,balansae,,Boiss. et Reut. ex Yuncker ,
563,Cuscuta,brevistyla,,A.Braun. ex A. Rich. ,
563,Cuscuta,campestris,,Yuncker ,
563,Cuscuta,elegans,,Boiss. et Bal. ,
563,Cuscuta,epilinum,,Weihe ,
563,Cuscuta,epithymum,,(L.) L. ,
563,Cuscuta,epithymum,alba,(C.Presl.) Trabut ,var.
563,Cuscuta,epithymum,rubella,(Engelm.) Trabut ,var.
563,Cuscuta,europaea,,L. ,
563,Cuscuta,europaea,indica,Engelm. ,var.
563,Cuscuta,globularis,,Bertol. ,
563,Cuscuta,globulosa,,Boiss. et Reut. ,
563,Cuscuta,kotschyana,,Boiss. ,
563,Cuscuta,monogyna,,Vahl ,
563,Cuscuta,palaestina,,Boiss. ,
563,Cuscuta,palaestina,syriana,Yuncker ,var.
563,Cuscuta,pedicellata,,Ledeb. ,
563,Cuscuta,planiflora,,Ten. ,
563,Cuscuta,planiflora,approximata,(Bab.) Engelm. ,var.
563,Cuscuta,schiraziana,,(Boiss.) Yuncker ,
563,Cyclamen,,,L. ,
563,Cyclamen,coum,,Mill. ,
563,Cyclamen,latifolium,,Sm. ,
563,Cyclamen,libanoticum,,Hildebr. ,
563,Cyclamen,persicum,,Mill. ,
563,Flore,,,,
563,Cymbolaena,,,Smolj. ,
563,Cymbolaena,griffithii,,(A.Gray) Wagenitz ,
563,Cymboseris,,,Boiss. ,
563,Cymboseris,palaestina,,Boiss. ,
563,Cynanchum,,,L. ,
563,Cynanchum,acutum,,L. ,
563,Cynanchum,canescens,,(Willd.) K. Schum. ,
563,Cynanchum,erectum,,L. ,
563,Cynara,,,L. ,
563,Cynara,auranitica,,Post ,
563,Cynara,pusilla,,"Labili, ",
563,Cynara,syriaca,,Boiss. ,
563,Cynoglossum,,,L. ,
563,Cynoglossum,creticum,,Mill. ,
563,Cynoglossum,lithospermifolium,,Lam. ,
563,Cynoglossum,montanum,,,
563,Cynoglossum,montanum,extra-europaeum,,subsp.
563,Cynoglossum,montanum,asiaticum,Brand ,var.
563,Cynoglossum,myosotoides,,Labili. ,
563,Cynoglossum,nebrodense,,Guss. ,
563,Cynoglossum,pictum,,Ait. ,
563,Cynoglossum,stamineum,,Desf. ,
563,Datura,,,L. ,
563,Datura,metel,,L. ,
563,Datura,stramonium,,L. ,
563,Daumalia,,,Arènes ,
563,Daumalia,spinulosa,,J. Arènes ,
563,Digitalis,,,L. ,
563,Digitalis,ferruginea,,L. ,
563,Diotis,,,Desf. ,
563,Diotis,candidissimus,,Desf. ,
563,Diotis,maritima,,(L.) Sm. ,
563,Dipsacus,,,L. ,
563,Dipsacus,fullonum,,L. ,
563,Dipsacus,fullonum,comosus,Ledeb. ,var.
563,Dipsacus,fullonum,,Miller non L. ,
563,Dipsacus,laciniatus,,L. ,
563,Dipsacus,sativus,,(L.) Honckeny ,
563,Dipsacus,sylvestris,,Hudson ,
563,Dipterocome,,,Fisch. et Mey. ,
563,Dipterocome,pusilla,,Fisch. et Mey. ,
563,Dittrichia,,,W. Greuter ,
563,Dittrichia,graveolens,,(L.) Greuter ,
563,Dittrichia,viscosa,,(L.) Greuter ,
563,Doronicum,,,L. ,
563,Doronicum,caucasicum,,Bieb. ,
563,Doronicum,orientale,,Hoffm. ,
563,Dracocephalum,,,L. ,
563,Dracocephalum,ibericum,,Bieb. ,
563,Dracocephalum,royleanum,,Benth. in Wallich ,
564,Dufresnia,,,DC. ,
564,Dufresnia,leiocarpa,,C. Koch ,
564,Dufresnia,orientalis,,DC. ,
564,Ecballium,,,A. Rich. ,
564,Ecballium,elaterium,,(L.) A. Rich. ,
564,Echinops,,,L. ,
564,Echinops,adenocaulos,,Boiss. ,
564,Echinops,blancheanus,,Boiss. ,
564,Echinops,corymbosus,,(L.) Pers. ,
564,Echinops,descendens,,Hand.-Mazz. ,
564,Echinops,gaillardotii,,Boiss. ,
564,Echinops,polyceras,,Boiss. ,
564,Echinops,viscosus,,DC. ,
564,Echinops,viscosus,macrolepis,Boiss. ,var.
564,Echinospermum,,,Sw. ,
564,Echinospermum,barbatum,,(Bieb.) Lehm. ,
564,Echinospermum,cariense,,Boiss. ,
564,Echinospermum,oligacanthum,,Boiss. non Ledeb. ,
564,Echinospermum,sessiliflorum,,Boiss. ,
564,Echinospermum,sinaicum,,,
564,Echinospermum,spinocarpos,,(Forrsk.) Boiss. ,
564,Echinospermum,szovitsianum,,Fisch. et Mey. ,
564,Echiochilon,,,Desf. ,
564,Echiochilon,fruticosum,,Desf. ,
564,Echium,,,L. ,
564,Echium,altissimum,,Jacq. ,
564,Echium,angustifolium,,Mill. ,
564,Echium,calycinum,,Viv. ,
564,Echium,diffusum,,Sm. ,
564,Echium,diffusum,hispidum,(Boiss.) Hay. ,var.
564,Echium,elegans,,Lehm. ,
564,Echium,glomeratum,,Poir. ,
564,Echium,italicum,,L. ,
564,Echium,judaeum,,Lacaita ,
564,Echium,longiflorum,,Bertol. ,
564,Echium,pabotii,,Moût. ,
564,Echium,parviflorum,,Moench ,
564,Echium,plantagineum,,L. ,
564,Echium,setosum,,Vahl ,
564,Eclipta,,,L. ,
564,Eclipta,marginala,,Hochst. et Steud. ex Boiss. ,
564,Eclipta,prostrata,,(L.) L. ,
564,Endoptera,,,DC. ,
564,Endoptera,aspera,,(L.) DC. ,
564,Endoptera,intermedia,,Boiss. ,
564,Eremostachys,,,Bunge ,
564,Eremostachys,laciniata,,(L.) Bunge ,
564,Eremostachys,macrophylla,,Montb. et Auch. ,
564,Erica,,,L. ,
564,Erica,manipuliflora,,Salisb. ,
564,Erica,sicula,,Guss. ,
564,Erica,verticillata,,Forssk. non Berg. ,
564,Engeron,,,L. ,
564,Engeron,alpinum,,Boiss. et Auch. non L. ,
564,Engeron,aucheri,,Boiss. p.p. ,
564,Engeron,bonariensis,,L. ,
564,Engeron,canadense,,L. ,
564,Engeron,crispus,,Pourr. ,
564,Engeron,graveolens,,L. ,
564,Engeron,inuloides,,Poir. ,
564,Engeron,libanoticus,,Vierh. ,
564,Engeron,linifolius,,Willd. ,
564,Engeron,naudinii,,(Bonnet) Humbert ,
564,Engeron,viscosum,,(L.) Aiton ,
564,Erythraea,,,Borkh. ,
564,Erythraea,centaurium,,auct. ,
564,Erythraea,centaurium,laxa,Boiss. ,var.
564,Erythraea,latifolia,,auct. ,
564,Erythraea,maritima,,(L.) Pers. ,
564,Erythraea,pulchella,,(Sw.) Fries ,
564,Erythraea,ramosissima,,(Vili.) Pers. ,
564,Erythraea,sanguinea,,Mab. ,
564,Erythraea,spicata,,(L.) Pers. ,
564,Erythraea,tenuiflora,,"Hoffmanns, et Link ",
564,Eufragia,,,Griseb. ,
564,Eufragia,latifolia,,(L.) Griseb. ,
564,Eufragia,viscosa,,(L.) Benth. ,
564,Eupatorium,,,L. ,
564,Eupatorium,adenophorum,,Sprengel ,
564,Eupatorium,cannabinum,,L. ,
564,Eupatorium,cannabinum,indivisum,DC. ,var.
564,Eupatorium,cannabinum,syriacum,(Jacq.) Boiss. ,var.
564,Eupatorium,syriacum,,Jacq. ,
564,Euphrasia,,,L. ,
564,Euphrasia,latifolia,,L. ,
564,Euphrasia,lutea,,L. ,
564,Evax,,,Gaertn. ,
564,Evax,anatolica,,Boiss. et Heldr. ,
564,Evax,anatolica,palaestina,(Boiss.) Thiéb. ,subsp.
564,Evax,contracta,,Boiss. ,
564,Evax,eriosphaera,,Boiss. et Heldr. ,
564,Evax,palaestina,,(Boiss.) Chrtek et Holub ,
564,Evax,pygmaea,,(L.) Brotero ,
564,Fedia,,,Gaertn. ,
564,Fedia,lasiocarpa,,Stev. ,
564,Fedia,morisonii,,Spreng. ,
564,Fedia,muricata,,Stev. in Roem. et Sch. ,
564,Fedia,orientalis,,Schlecht. ,
564,Fedia,tridentata,,Stev. ,
564,Fedia,truncata,,(Reichenb.) Betcke ,
564,Filago,,,L. ,
564,Filago,anatolica,,(Boiss. et Heldr.) Chrtek et ,
564,Filago,Holub,,,
565,Filago,arvensis,,L. ,
565,Filago,arvensis,lagopus,(Willd.) DC. ,var.
565,Filago,contracta,,(Boiss.) Chrtek et Holub ,
565,Filago,desertorum,,Pomel ,
565,Filago,eriocephala,,Gusş. ,
565,Filago,eriosphaera,,(Boiss. et Heldr.) Chrtek et ,
565,Filago,Holub,,,
565,Filago,gallica,,L. ,
565,Filago,germanica,,L. ,
565,Filago,germanica,eriocephala,(Guss.) Pari. ,var.
565,Filago,lagopus,,(Willd.) Pari. ,
565,Filago,maritima,,L. ,
565,Filago,palaestina,,(Boiss.) Chrtek et Holub ,
565,Filago,pygmaea,,L. ,
565,Filago,pyramidata,,L. ,
565,Filago,spathulata,,C. Presl ,
565,Filago,spathulata,prostrata,auct. ,var.
565,Fontanesia,,,Labili. ,
565,Fontanesia,phillyreoides,,Labili. ,
565,Francoeuria,,,Cass. ,
565,Francoeuria,crispa,,(Forsk.) Cass. ,
565,Francoeuria,undulata,,(L.) Lack ,
565,Fraxinus,,,L. ,
565,Fraxinus,excelsior,,L. ,
565,Fraxinus,ornus,,L. ,
565,Fraxinus,oxyphylla,,,
565,Fraxinus,oxyphylla,oligophylla,Boiss. ,var.
565,Fraxinus,syriaca,,Boiss. ,
565,Galium,,,L. ,
565,Galium,atnani,,Ky ,
565,Galium,aparine,,L. ,
565,Galium,articulation,,(L.) Roem. et Sch. ,
565,Galium,articulation,articulata,L. ,var.
565,Galium,aureum,,Vis. p.p. ,
565,Galium,aureum,,Vis. ,
565,Galium,bassitense,,Thiéb. ,
565,Galium,beilanense,,Ky. ,
565,Galium,bracteatum,,Boiss. ,
565,Galium,canum,,Requien ,
565,Galium,canum,musciforme,Boiss. ,var.
565,Galium,cappadocicum,,Boiss. ,
565,Galium,cassium,,Boiss. ,
565,Galium,ceratopodum,,Boiss. ,
565,Galium,chaetopodum,,Rech. ,
565,Galium,constrictum,,Schaub. ,
565,Galium,coronatum,,Sibth. et Sm. ,
565,Galium,coronatum,persicum,(DC.) Thiéb. ,subsp.
565,Galium,coronatum,isophyllum,Boiss. ,var.
565,Galium,divaricatum,,Lam. ,
565,Galium,ehrenbergii,,Boiss. ,
565,Galium,erectum,,auct. non Hudson ,
565,Galium,firmum,,auct. non Tausch ,
565,Galium,hierosolymitanum,,L. ,
565,Galium,humifusum,,M. Bieb. ,
565,Galium,incanum,,Sibth. et Sm. ,
565,Galium,judaicum,,Boiss. ,
565,Galium,jungermannioides,,Boiss. ,
565,Galium,libanoticum,,Ehrendorfer ,
565,Galium,melanantherum,,Boiss. ,
565,Galium,murale,,(L.) AU. ,
565,Galium,musciforme,,Boiss. ,
565,Galium,nigricans,,Boiss. ,
565,Galium,nigricans,brachychaetum,Boiss. ,var.
565,Galium,orientale,,Boiss. ,
565,Galium,palustre,,L. s.l. ,
565,Galium,parisiense,,L. ,
565,Galium,pedemontanum,,(Bell.) AH. ,
565,Galium,peplidifolium,,Boiss. ,
565,Galium,pestalozzae,,Boiss. ,
565,Galium,pestalozzae,ehrenbergii,(Boiss.) Ehrendorfer ,f.
565,Galium,persicum,,DC. ,
565,Galium,pisiferum,,Boiss. ,
565,Galium,prusense,,C. Koch ,
565,Galium,rivalis,,(Sibth. et Sm.) Griseb. ,
565,Galium,saccharatum,,AU. ,
565,Galium,samuelssonii,,Ehrendorfer ,
565,Galium,samuelssonii,pseudadhaerens,Ehrendorfer ,var.
565,Galium,scabrifolium,,(Boiss.) Hausskn. ,
565,Galium,scabrifolium,libanotica,Bornm. ,f.
565,Galium,schlumbergeri,,Boiss. ,
565,Galium,setaceum,,Lam. ,
565,Galium,setaceum,decaisnei,(Boiss.) Ehrendorfer ,subsp.
565,Galium,spurium,,L. ,
565,Galium,syriacum,,Boiss. ,
565,Galium,tenuissimum,,M. Bieb. ,
565,Galium,thiebautii,,Ehrendorfer ,
565,Galium,thiebautii,,x canum ,
565,Galium,tricorne,,Stokes in With. ,
565,Galium,tricornutum,,Dandy ,
565,Galium,verrucosum,,Hudson ,
565,Galium,verticillatum,,Danth. ,
565,Galium,verum,,L. ,
565,Galium,wirtgeni,,F. Schultz ,
565,Garhadiolus,,,Jaub. et Spach ,
565,Garhadiolus,hamosus,,Boiss. et Hausskn. ,
565,Garhadiolus,hedypnois,,(Fisch. et C.A. Meyer) Jaub. ,
565,Garhadiolus,et,,Spach ,
565,Garhadiolus,papposus,,Boiss. et Buhse ,
565,Gastrocotyle,,,(Bunge) Benth. et Hook. ,
565,Gastrocotyle,hispida,,(Forssk.) C.B. Clarke ,
565,Gentiana,,,L. ,
565,Gentiana,filiformis,,L. ,
565,Gentiana,maritima,,L. ,
565,Gentiana,olivieri,,Griseb. ,
565,Gentiana,perfoliata,,L. ,
565,Gentiana,pulchella,,Sw. ,
565,Gentiana,ramosissima,,Vill. ,
565,Gentiana,spicata,,L. ,
566,Geropogon,,,L. ,
566,Geropogon,glabrum,,L. ,
566,Geropogon,hirsutum,,L. ,
566,Geropogon,hybridus,,(L.) Schultz Bip. ,
566,Globularia,,,L. ,
566,Globularia,trichosantha,,Fisch. et Mey. ,
566,Gnaphalium,,,L. ,
566,Gnaphalium,barrelieri,,Ten. ,
566,Gnaphalium,leyseroides,,Desf. ,
566,Gnaphalium,luteo-album,,L. ,
566,Gnaphalium,muscoides,,Desf. ,
566,Gnaphalium,pallasii,,Sprengel ,
566,Gnaphalium,sanguineum,,L. ,
566,Gnaphalium,stoechas,,auct. non L. ,
566,Gnaphalium,siculum,,Sprengel ,
566,Gnaphalium,uliginosum,,L. ,
566,Gomphocarpus,,,R. Br. ,
566,Gomphocarpus,fruticosus,,(L.) Ait. fil. ,
566,Goniolimon,,,Boiss. ,
566,Goniolimon,collinum,,(Griseb.) Boiss. ,
566,Guizotia,,,Cass. ,
566,Guizotia,abyssinica,,(L.fil.) Cass. ,
566,Gundelia,,,L. ,
566,Gundelia,tournefortii,,L. ,
566,Gymnarrhena,,,Desf. ,
566,Gymnarrhena,micrantha,,Desf. ,
566,Hagioseris,,,Boiss. ,
566,Hagioseris,amalecitana,,Boiss. ,
566,Hagioseris,galilea,,Boiss. ,
566,Hagioseris,galilea,diffusa,Boiss. ,var.
566,Haradjania,,,K.H. Rech. ,
566,Haradjania,thiebauti,,(Genty) Rech. fil. ,
566,Hedypnois,,,Schreber ,
566,Hedypnois,eretica,,(L.) Dum.-Cours. ,
566,Hedypnois,eretica,monspeliensis,(Willd.) Murb. ,subsp.
566,Hedypnois,eretica,gracilior,Boiss. ,var.
566,Hedypnois,monspeliensis,,Willd. ,
